id,keyword,answer,sentence,options
426,乘,（3）趁着，顺随,不知乘月几人归，落月摇情满江树（《春江花月夜》）,（1）登，升；（2）冒着，顶着；（3）趁着，顺随；（4）凭借？；（5）古时一车四马为一乘；（6）骑，坐，驾；（7）参乘：即“骖乘”，古时站在车右陪乘或担任警卫的人。
427,乘,（3）趁着，顺随,千骑拥高牙，乘醉听箫鼓（《望海潮》）（在…的时候）,（1）登，升；（2）冒着，顶着；（3）趁着，顺随；（4）凭借？；（5）古时一车四马为一乘；（6）骑，坐，驾；（7）参乘：即“骖乘”，古时站在车右陪乘或担任警卫的人。
428,乘,（3）趁着，顺随,聊乘化以归尽，乐夫天命复奚疑（《归去来兮辞并序》）顺随,（1）登，升；（2）冒着，顶着；（3）趁着，顺随；（4）凭借？；（5）古时一车四马为一乘；（6）骑，坐，驾；（7）参乘：即“骖乘”，古时站在车右陪乘或担任警卫的人。
429,乘,（4）凭借？,即欲乘便以此行之事语汝（《与妻书》）,（1）登，升；（2）冒着，顶着；（3）趁着，顺随；（4）凭借？；（5）古时一车四马为一乘；（6）骑，坐，驾；（7）参乘：即“骖乘”，古时站在车右陪乘或担任警卫的人。
430,乘,（4）凭借？,因利乘便，宰割天下（《过秦论》）趁着。,（1）登，升；（2）冒着，顶着；（3）趁着，顺随；（4）凭借？；（5）古时一车四马为一乘；（6）骑，坐，驾；（7）参乘：即“骖乘”，古时站在车右陪乘或担任警卫的人。
431,乘,（5）古时一车四马为一乘,千乘之国（《子路、曾皙、冉有、公西华侍坐》）。,（1）登，升；（2）冒着，顶着；（3）趁着，顺随；（4）凭借？；（5）古时一车四马为一乘；（6）骑，坐，驾；（7）参乘：即“骖乘”，古时站在车右陪乘或担任警卫的人。
432,乘,（5）古时一车四马为一乘,致万乘之势（《过秦论》）,（1）登，升；（2）冒着，顶着；（3）趁着，顺随；（4）凭借？；（5）古时一车四马为一乘；（6）骑，坐，驾；（7）参乘：即“骖乘”，古时站在车右陪乘或担任警卫的人。
433,乘,（6）骑，坐，驾,服太阿之剑，乘纤离之马（《谏逐客书》）。,（1）登，升；（2）冒着，顶着；（3）趁着，顺随；（4）凭借？；（5）古时一车四马为一乘；（6）骑，坐，驾；（7）参乘：即“骖乘”，古时站在车右陪乘或担任警卫的人。
434,乘,（6）骑，坐，驾,独与迈乘小舟，至绝壁下。（《石钟山记》）,（1）登，升；（2）冒着，顶着；（3）趁着，顺随；（4）凭借？；（5）古时一车四马为一乘；（6）骑，坐，驾；（7）参乘：即“骖乘”，古时站在车右陪乘或担任警卫的人。
435,乘,（6）骑，坐，驾,乘骐骥以驰骋兮，来吾道夫先路！（《离骚（节选）》）,（1）登，升；（2）冒着，顶着；（3）趁着，顺随；（4）凭借？；（5）古时一车四马为一乘；（6）骑，坐，驾；（7）参乘：即“骖乘”，古时站在车右陪乘或担任警卫的人。
436,乘,（7）参乘：即“骖乘”，古时站在车右陪乘或担任警卫的人。,沛公之参乘樊哙者也（《鸿门宴》）,（1）登，升；（2）冒着，顶着；（3）趁着，顺随；（4）凭借？；（5）古时一车四马为一乘；（6）骑，坐，驾；（7）参乘：即“骖乘”，古时站在车右陪乘或担任警卫的人。
437,诚,（1）的确，确实,然，诚有百姓者（《齐桓晋文之事》）,（1）的确，确实；（2）如果，果真；（3）真诚，诚实；（4）诚心
438,诚,（1）的确，确实,是诚何心哉？（《齐桓晋文之事》）,（1）的确，确实；（2）如果，果真；（3）真诚，诚实；（4）诚心
439,诚,（1）的确，确实,是诚不能也（《齐桓晋文之事》）,（1）的确，确实；（2）如果，果真；（3）真诚，诚实；（4）诚心
440,诚,（1）的确，确实,吾诚愿与汝相守以死（《与妻书》）,（1）的确，确实；（2）如果，果真；（3）真诚，诚实；（4）诚心
441,诚,（1）的确，确实,虽蒙斧钺汤镬，诚甘乐之（《苏武传》）,（1）的确，确实；（2）如果，果真；（3）真诚，诚实；（4）诚心
442,诚,（1）的确，确实,战败而亡，诚不得已（《六国论》）,（1）的确，确实；（2）如果，果真；（3）真诚，诚实；（4）诚心
443,诚,（2）如果，果真,诚能见可欲则思知足以自戒（《谏太宗十思疏》）,（1）的确，确实；（2）如果，果真；（3）真诚，诚实；（4）诚心
444,诚,（2）如果，果真,齐与楚从亲，楚诚能绝齐（《屈原列传》）,（1）的确，确实；（2）如果，果真；（3）真诚，诚实；（4）诚心
445,诚,（3）真诚，诚实,夫在殷忧，必竭诚以待下（《谏太宗十思疏》）,（1）的确，确实；（2）如果，果真；（3）真诚，诚实；（4）诚心
446,诚,（3）真诚，诚实,陵见其至诚，喟然叹曰（《苏武传》）,（1）的确，确实；（2）如果，果真；（3）真诚，诚实；（4）诚心
447,诚,（3）真诚，诚实,知至而后意诚，意诚而后心正（《大学之道》）,（1）的确，确实；（2）如果，果真；（3）真诚，诚实；（4）诚心
448,诚,（4）诚心,愿陛下矜愍愚诚，听臣微志（《陈情表》）,（1）的确，确实；（2）如果，果真；（3）真诚，诚实；（4）诚心
449,..真诚,（5）使...真诚,欲正其心者，先诚其意（《大学之道》）,（5）使...真诚
450,驰,（1）驱赶车马奔跑,项伯乃夜驰之沛公军（《鸿门宴》）,（1）驱赶车马奔跑；（2）奔跑，奔走
451,驰,（1）驱赶车马奔跑,卫律惊，自抱持武，驰召医（《苏武传》）,（1）驱赶车马奔跑；（2）奔跑，奔走
452,驰,（1）驱赶车马奔跑,乘骐骥以驰骋兮，来吾道夫先路！（《离骚（节选）》）,（1）驱赶车马奔跑；（2）奔跑，奔走
453,驰,（1）驱赶车马奔跑,步余马于兰皋兮，驰椒丘且焉止息（《离骚（节选）》）,（1）驱赶车马奔跑；（2）奔跑，奔走
454,驰,（2）奔跑，奔走,文武争驰，在君无事（《谏太宗十思疏》）,（1）驱赶车马奔跑；（2）奔跑，奔走
455,驰,（2）奔跑，奔走,臣欲奉诏奔驰，则刘病日笃（《陈情表》）,（1）驱赶车马奔跑；（2）奔跑，奔走
456,冲,（1）快速向上或向前直闯,烦烦恼恼，怨气冲天（《窦娥冤》）,（1）快速向上或向前直闯；（2）谦冲：谦虚；（3）冲波：激浪
457,冲,（2）谦冲：谦虚,念高危则思谦冲而自牧（《谏太宗十思疏》）,（1）快速向上或向前直闯；（2）谦冲：谦虚；（3）冲波：激浪
458,冲,（3）冲波：激浪,下有冲波逆折之回川（《蜀道难》）,（1）快速向上或向前直闯；（2）谦冲：谦虚；（3）冲波：激浪
459,出,（1）出现,少焉，月出于东山之上（《赤壁赋》）出现,（1）出现；（2）超出；（3）出来，出去，与“入”相对；（4）使…出来；（5）拿出；（6）说出；（7）颁发，发出，发布；（8）离京为官，外放，外迁；（9）量词，瓣；（10）出入：偏义复词，进来
460,出,（1）出现,千呼万唤始出来，犹抱琵琶半遮面（《琵琶行并序》）,（1）出现；（2）超出；（3）出来，出去，与“入”相对；（4）使…出来；（5）拿出；（6）说出；（7）颁发，发出，发布；（8）离京为官，外放，外迁；（9）量词，瓣；（10）出入：偏义复词，进来
461,出,（1）出现,与子颍坐日观亭，待日出（《登泰山记》）,（1）出现；（2）超出；（3）出来，出去，与“入”相对；（4）使…出来；（5）拿出；（6）说出；（7）颁发，发出，发布；（8）离京为官，外放，外迁；（9）量词，瓣；（10）出入：偏义复词，进来
462,出,（1）出现,六王毕，四海一，蜀山兀，阿房出。（《阿房宫赋》）出现，此指建成,（1）出现；（2）超出；（3）出来，出去，与“入”相对；（4）使…出来；（5）拿出；（6）说出；（7）颁发，发出，发布；（8）离京为官，外放，外迁；（9）量词，瓣；（10）出入：偏义复词，进来
463,出,（2）超出,古之圣人，其出人也远矣（《师说》）,（1）出现；（2）超出；（3）出来，出去，与“入”相对；（4）使…出来；（5）拿出；（6）说出；（7）颁发，发出，发布；（8）离京为官，外放，外迁；（9）量词，瓣；（10）出入：偏义复词，进来
464,出,（2）超出,举天下所贡……青丝额一切异状遍试之，无出其右者（《促织》）,（1）出现；（2）超出；（3）出来，出去，与“入”相对；（4）使…出来；（5）拿出；（6）说出；（7）颁发，发出，发布；（8）离京为官，外放，外迁；（9）量词，瓣；（10）出入：偏义复词，进来
465,出,（3）出来，出去，与“入”相对,圣人之所以为圣，愚人之所以为愚，其皆出于此乎？（《师说》）,（1）出现；（2）超出；（3）出来，出去，与“入”相对；（4）使…出来；（5）拿出；（6）说出；（7）颁发，发出，发布；（8）离京为官，外放，外迁；（9）量词，瓣；（10）出入：偏义复词，进来
466,出,（3）出来，出去，与“入”相对,夜缒而出。（《烛之武退秦师》）,（1）出现；（2）超出；（3）出来，出去，与“入”相对；（4）使…出来；（5）拿出；（6）说出；（7）颁发，发出，发布；（8）离京为官，外放，外迁；（9）量词，瓣；（10）出入：偏义复词，进来
467,出,（3）出来，出去，与“入”相对,银瓶乍破水浆迸，铁骑突出刀枪鸣。（《琵琶行并序》）,（1）出现；（2）超出；（3）出来，出去，与“入”相对；（4）使…出来；（5）拿出；（6）说出；（7）颁发，发出，发布；（8）离京为官，外放，外迁；（9）量词，瓣；（10）出入：偏义复词，进来
468,出,（3）出来，出去，与“入”相对,商贾皆欲藏于王之市，行旅皆欲出于王之涂（《齐桓晋文之事》）,（1）出现；（2）超出；（3）出来，出去，与“入”相对；（4）使…出来；（5）拿出；（6）说出；（7）颁发，发出，发布；（8）离京为官，外放，外迁；（9）量词，瓣；（10）出入：偏义复词，进来
469,出,（3）出来，出去，与“入”相对,三子者出，曾皙后（《子路、曾皙、冉有、公西华侍坐》）,（1）出现；（2）超出；（3）出来，出去，与“入”相对；（4）使…出来；（5）拿出；（6）说出；（7）颁发，发出，发布；（8）离京为官，外放，外迁；（9）量词，瓣；（10）出入：偏义复词，进来
470,出,（3）出来，出去，与“入”相对,始以强壮出，及还（《苏武传》）,（1）出现；（2）超出；（3）出来，出去，与“入”相对；（4）使…出来；（5）拿出；（6）说出；（7）颁发，发出，发布；（8）离京为官，外放，外迁；（9）量词，瓣；（10）出入：偏义复词，进来
471,出,（3）出来，出去，与“入”相对,出则接遇宾客，应对诸侯。（《屈原列传》）,（1）出现；（2）超出；（3）出来，出去，与“入”相对；（4）使…出来；（5）拿出；（6）说出；（7）颁发，发出，发布；（8）离京为官，外放，外迁；（9）量词，瓣；（10）出入：偏义复词，进来
472,出,（3）出来，出去，与“入”相对,后月余，单于出猎，（《苏武传》）,（1）出现；（2）超出；（3）出来，出去，与“入”相对；（4）使…出来；（5）拿出；（6）说出；（7）颁发，发出，发布；（8）离京为官，外放，外迁；（9）量词，瓣；（10）出入：偏义复词，进来
473,出,（3）出来，出去，与“入”相对,乱者四应，仓皇东出（《五代史伶官传序》）,（1）出现；（2）超出；（3）出来，出去，与“入”相对；（4）使…出来；（5）拿出；（6）说出；（7）颁发，发出，发布；（8）离京为官，外放，外迁；（9）量词，瓣；（10）出入：偏义复词，进来
474,出,（3）出来，出去，与“入”相对,客有从元戎出塞而还者（《燕歌行并序》）,（1）出现；（2）超出；（3）出来，出去，与“入”相对；（4）使…出来；（5）拿出；（6）说出；（7）颁发，发出，发布；（8）离京为官，外放，外迁；（9）量词，瓣；（10）出入：偏义复词，进来
475,出,（3）出来，出去，与“入”相对,出师一表真名世，千载谁堪伯仲间！（《书愤》）出发,（1）出现；（2）超出；（3）出来，出去，与“入”相对；（4）使…出来；（5）拿出；（6）说出；（7）颁发，发出，发布；（8）离京为官，外放，外迁；（9）量词，瓣；（10）出入：偏义复词，进来
476,出,（3）出来，出去，与“入”相对,昔作女儿时，生小出野里（《孔雀东南飞并序》）出生于，成长的意思,（1）出现；（2）超出；（3）出来，出去，与“入”相对；（4）使…出来；（5）拿出；（6）说出；（7）颁发，发出，发布；（8）离京为官，外放，外迁；（9）量词，瓣；（10）出入：偏义复词，进来
477,出,（3）出来，出去，与“入”相对,云无心以出岫，鸟倦飞而知还。（《归去来兮辞并序》）飘出,（1）出现；（2）超出；（3）出来，出去，与“入”相对；（4）使…出来；（5）拿出；（6）说出；（7）颁发，发出，发布；（8）离京为官，外放，外迁；（9）量词，瓣；（10）出入：偏义复词，进来
478,出,（3）出来，出去，与“入”相对,移我琉璃榻，出置前窗下。（《孔雀东南飞并序》）搬出来,（1）出现；（2）超出；（3）出来，出去，与“入”相对；（4）使…出来；（5）拿出；（6）说出；（7）颁发，发出，发布；（8）离京为官，外放，外迁；（9）量词，瓣；（10）出入：偏义复词，进来
479,出,（4）使…出来,蹈其背以出血（《苏武传》）,（1）出现；（2）超出；（3）出来，出去，与“入”相对；（4）使…出来；（5）拿出；（6）说出；（7）颁发，发出，发布；（8）离京为官，外放，外迁；（9）量词，瓣；（10）出入：偏义复词，进来
480,出,（5）拿出,只见那个人将出一两银子与李小二道（《林教头风选山神庙》）,（1）出现；（2）超出；（3）出来，出去，与“入”相对；（4）使…出来；（5）拿出；（6）说出；（7）颁发，发出，发布；（8）离京为官，外放，外迁；（9）量词，瓣；（10）出入：偏义复词，进来
481,出,（5）拿出,因出己虫，纳比笼中（《促织》）,（1）出现；（2）超出；（3）出来，出去，与“入”相对；（4）使…出来；（5）拿出；（6）说出；（7）颁发，发出，发布；（8）离京为官，外放，外迁；（9）量词，瓣；（10）出入：偏义复词，进来
482,出,（5）拿出,呼儿将出换美酒（《将进酒》）,（1）出现；（2）超出；（3）出来，出去，与“入”相对；（4）使…出来；（5）拿出；（6）说出；（7）颁发，发出，发布；（8）离京为官，外放，外迁；（9）量词，瓣；（10）出入：偏义复词，进来
483,出,（5）拿出,而某不量敌之众寡，欲出力助上以抗之（《答司马谏议书》）,（1）出现；（2）超出；（3）出来，出去，与“入”相对；（4）使…出来；（5）拿出；（6）说出；（7）颁发，发出，发布；（8）离京为官，外放，外迁；（9）量词，瓣；（10）出入：偏义复词，进来
484,出,（6）说出,何意出此言！（《孔雀东南飞并序》）,（1）出现；（2）超出；（3）出来，出去，与“入”相对；（4）使…出来；（5）拿出；（6）说出；（7）颁发，发出，发布；（8）离京为官，外放，外迁；（9）量词，瓣；（10）出入：偏义复词，进来
485,出,（7）颁发，发出，发布,入则与王图议国事，以出号令（《屈原列传》）,（1）出现；（2）超出；（3）出来，出去，与“入”相对；（4）使…出来；（5）拿出；（6）说出；（7）颁发，发出，发布；（8）离京为官，外放，外迁；（9）量词，瓣；（10）出入：偏义复词，进来
486,出,（7）颁发，发出，发布,每一令出，平伐其功（《屈原列传》）,（1）出现；（2）超出；（3）出来，出去，与“入”相对；（4）使…出来；（5）拿出；（6）说出；（7）颁发，发出，发布；（8）离京为官，外放，外迁；（9）量词，瓣；（10）出入：偏义复词，进来
487,出,（8）离京为官，外放，外迁,予出官二年，恬然自安（《琵琶行并序》）,（1）出现；（2）超出；（3）出来，出去，与“入”相对；（4）使…出来；（5）拿出；（6）说出；（7）颁发，发出，发布；（8）离京为官，外放，外迁；（9）量词，瓣；（10）出入：偏义复词，进来
488,出,（9）量词，瓣,定要感的六出冰花滚似绵（《窦娥冤》）,（1）出现；（2）超出；（3）出来，出去，与“入”相对；（4）使…出来；（5）拿出；（6）说出；（7）颁发，发出，发布；（8）离京为官，外放，外迁；（9）量词，瓣；（10）出入：偏义复词，进来
489,出,（10）出入：偏义复词，进来,所以遣将守关者，备他盗之出入与非常也。（《鸿门宴》）,（1）出现；（2）超出；（3）出来，出去，与“入”相对；（4）使…出来；（5）拿出；（6）说出；（7）颁发，发出，发布；（8）离京为官，外放，外迁；（9）量词，瓣；（10）出入：偏义复词，进来
490,除,（1）去除,举先王之政，以兴利除弊（《答司马谏议书》）,（1）去除；（2）台阶；（3）授予官职
491,除,（2）台阶,从至雍棫阳宫，扶辇下除（《苏武传》）,（1）去除；（2）台阶；（3）授予官职
492,除,（3）授予官职,寻蒙国恩，除臣洗马（《陈情表》）,（1）去除；（2）台阶；（3）授予官职
493,处,（1）处所、地方,谢公宿处今尚在（《梦游天姥吟留别》）,（1）处所、地方；（2）处于，处在；（3）惩罚，处罚；（4）处理安排；（5）相处
494,处,（1）处所、地方,"英雄无觅,孙仲谋处（《永遇乐·京口北固亭怀古》）",（1）处所、地方；（2）处于，处在；（3）惩罚，处罚；（4）处理安排；（5）相处
495,处,（1）处所、地方,吾平生未尝以吾所志语汝，是吾不是处（《与妻书》）,（1）处所、地方；（2）处于，处在；（3）惩罚，处罚；（4）处理安排；（5）相处
496,处,（1）处所、地方,家中诸母皆通文，有不解处（《与妻书》）地方,（1）处所、地方；（2）处于，处在；（3）惩罚，处罚；（4）处理安排；（5）相处
497,处,（1）处所、地方,于败堵丛草处，探石发穴（《促织》）地方,（1）处所、地方；（2）处于，处在；（3）惩罚，处罚；（4）处理安排；（5）相处
498,处,（2）处于，处在,德不处其厚，情不胜其欲（《谏太宗十思疏》）停留,（1）处所、地方；（2）处于，处在；（3）惩罚，处罚；（4）处理安排；（5）相处
499,处,（2）处于，处在,吾辈处今日之中国，国中无地无时不可以死。（《与妻书》）,（1）处所、地方；（2）处于，处在；（3）惩罚，处罚；（4）处理安排；（5）相处
500,处,（2）处于，处在,且燕赵处秦革灭殆尽之际（《六国论》）,（1）处所、地方；（2）处于，处在；（3）惩罚，处罚；（4）处理安排；（5）相处
501,处,（3）惩罚，处罚,今日处决犯人，着做公的把住巷口（《窦娥冤（节选）》）,（1）处所、地方；（2）处于，处在；（3）惩罚，处罚；（4）处理安排；（5）相处
502,处,（4）处理安排,处分适兄意，那得自任专！（《孔雀东南飞并序》）,（1）处所、地方；（2）处于，处在；（3）惩罚，处罚；（4）处理安排；（5）相处
503,处,（5）相处,窃以为与君实游处相好之日久（《答司马谏议书》）,（1）处所、地方；（2）处于，处在；（3）惩罚，处罚；（4）处理安排；（5）相处
504,处,（5）相处,物或恶之，故有道者不处也。（《〈老子〉四章》）,（1）处所、地方；（2）处于，处在；（3）惩罚，处罚；（4）处理安排；（5）相处
505,川,（1）河流,东望武昌，山川相缪（《赤壁赋》）,（1）河流；（2）平地，平野
506,川,（1）河流,惧满溢则思江海下百川（《谏太宗十思疏》）,（1）河流；（2）平地，平野
507,川,（1）河流,二川溶溶，流入宫墙。（《阿房宫赋》）,（1）河流；（2）平地，平野
508,川,（1）河流,山川萧条极边土，胡骑凭陵杂风雨。（《燕歌行并序》）,（1）河流；（2）平地，平野
509,川,（1）河流,下有冲波逆折之回川（《蜀道难》）,（1）河流；（2）平地，平野
510,川,（2）平地，平野,敕勒川，阴山下。北朝乐府（《敕勒川》）,（1）河流；（2）平地，平野
511,垂,（1）垂挂,垂明月之珠，服太阿之剑（《谏逐客书》）,（1）垂挂；（2）落下，流下；（3）流传；（4）接近，快要；（5）细长下挂的（多用于树）；（6）敬语，多用于尊称长辈，上级对自己的行动；（7）通“陲”，边疆，边境；（8）垂堂：靠近堂屋檐下
512,垂,（1）垂挂,入其舍，则密室垂帘（《促织》）,（1）垂挂；（2）落下，流下；（3）流传；（4）接近，快要；（5）细长下挂的（多用于树）；（6）敬语，多用于尊称长辈，上级对自己的行动；（7）通“陲”，边疆，边境；（8）垂堂：靠近堂屋檐下
513,垂,（1）垂挂,鸣琴垂拱，不言而化（《谏太宗十思疏》）,（1）垂挂；（2）落下，流下；（3）流传；（4）接近，快要；（5）细长下挂的（多用于树）；（6）敬语，多用于尊称长辈，上级对自己的行动；（7）通“陲”，边疆，边境；（8）垂堂：靠近堂屋檐下
514,垂,（1）垂挂,红罗复斗帐，四角垂香囊（《孔雀东南飞并序》）,（1）垂挂；（2）落下，流下；（3）流传；（4）接近，快要；（5）细长下挂的（多用于树）；（6）敬语，多用于尊称长辈，上级对自己的行动；（7）通“陲”，边疆，边境；（8）垂堂：靠近堂屋檐下
515,垂,（2）落下，流下,过屈原所自沉渊，未尝不垂涕（《屈原列传》）,（1）垂挂；（2）落下，流下；（3）流传；（4）接近，快要；（5）细长下挂的（多用于树）；（6）敬语，多用于尊称长辈，上级对自己的行动；（7）通“陲”，边疆，边境；（8）垂堂：靠近堂屋檐下
516,垂,（3）流传,思垂空文以自见（（《报任安书》））,（1）垂挂；（2）落下，流下；（3）流传；（4）接近，快要；（5）细长下挂的（多用于树）；（6）敬语，多用于尊称长辈，上级对自己的行动；（7）通“陲”，边疆，边境；（8）垂堂：靠近堂屋檐下
517,垂,（4）接近，快要,垂及(将至);垂毙(垂死):垂没(将死);垂年(晚年，将死之年),（1）垂挂；（2）落下，流下；（3）流传；（4）接近，快要；（5）细长下挂的（多用于树）；（6）敬语，多用于尊称长辈，上级对自己的行动；（7）通“陲”，边疆，边境；（8）垂堂：靠近堂屋檐下
518,垂,（5）细长下挂的（多用于树）,垂柳;垂丝(下垂的丝状枝条);垂云(低垂的云彩),（1）垂挂；（2）落下，流下；（3）流传；（4）接近，快要；（5）细长下挂的（多用于树）；（6）敬语，多用于尊称长辈，上级对自己的行动；（7）通“陲”，边疆，边境；（8）垂堂：靠近堂屋檐下
519,垂,（6）敬语，多用于尊称长辈，上级对自己的行动,垂音(垂示于文辞);垂则，垂法(垂示法则);垂训(垂示教训),（1）垂挂；（2）落下，流下；（3）流传；（4）接近，快要；（5）细长下挂的（多用于树）；（6）敬语，多用于尊称长辈，上级对自己的行动；（7）通“陲”，边疆，边境；（8）垂堂：靠近堂屋檐下
520,垂,（6）敬语，多用于尊称长辈，上级对自己的行动,垂青(看重;见爱);垂顾(看重;宠爱),（1）垂挂；（2）落下，流下；（3）流传；（4）接近，快要；（5）细长下挂的（多用于树）；（6）敬语，多用于尊称长辈，上级对自己的行动；（7）通“陲”，边疆，边境；（8）垂堂：靠近堂屋檐下
521,垂,（7）通“陲”，边疆，边境,少小去乡邑，扬声沙漠垂。曹植（《白马篇》）,（1）垂挂；（2）落下，流下；（3）流传；（4）接近，快要；（5）细长下挂的（多用于树）；（6）敬语，多用于尊称长辈，上级对自己的行动；（7）通“陲”，边疆，边境；（8）垂堂：靠近堂屋檐下
522,垂,（8）垂堂：靠近堂屋檐下,千金之子不垂堂（《汉书袁盎传》）,（1）垂挂；（2）落下，流下；（3）流传；（4）接近，快要；（5）细长下挂的（多用于树）；（6）敬语，多用于尊称长辈，上级对自己的行动；（7）通“陲”，边疆，边境；（8）垂堂：靠近堂屋檐下
523,辞,（1）辞别；离开,我从去年辞帝京，谪居卧病浔阳城。（《琵琶行并序》）,（1）辞别；离开；（2）告辞；（3）回避，躲避；（4）推辞；（5）推让；（6）辞别；（7）文词，言词；（9）一种文体
524,辞,（2）告辞,沛公曰：“今者出，未辞也（《鸿门宴》）,（1）辞别；离开；（2）告辞；（3）回避，躲避；（4）推辞；（5）推让；（6）辞别；（7）文词，言词；（9）一种文体
525,辞,（3）回避，躲避,大行不顾细谨，大礼不辞小让。（《鸿门宴》）回避,（1）辞别；离开；（2）告辞；（3）回避，躲避；（4）推辞；（5）推让；（6）辞别；（7）文词，言词；（9）一种文体
526,辞,（3）回避，躲避,休推辞路远。（《窦娥冤》）,（1）辞别；离开；（2）告辞；（3）回避，躲避；（4）推辞；（5）推让；（6）辞别；（7）文词，言词；（9）一种文体
527,辞,（3）回避，躲避,莫辞更坐弹一曲，为君翻作（《琵琶行并序》）。（《琵琶行并序》）,（1）辞别；离开；（2）告辞；（3）回避，躲避；（4）推辞；（5）推让；（6）辞别；（7）文词，言词；（9）一种文体
528,辞,（3）回避，躲避,樊哙曰：“臣死且不避，卮酒安足辞!（《鸿门宴》）,（1）辞别；离开；（2）告辞；（3）回避，躲避；（4）推辞；（5）推让；（6）辞别；（7）文词，言词；（9）一种文体
529,辞,（3）回避，躲避,吾牺牲百死而不辞（《与妻书》）,（1）辞别；离开；（2）告辞；（3）回避，躲避；（4）推辞；（5）推让；（6）辞别；（7）文词，言词；（9）一种文体
530,辞,（4）推辞,公从之。辞曰：“臣之壮也（《烛之武退秦师》）,（1）辞别；离开；（2）告辞；（3）回避，躲避；（4）推辞；（5）推让；（6）辞别；（7）文词，言词；（9）一种文体
531,辞,（4）推辞,臣以供养无主，辞不赴命。（《陈情表》）,（1）辞别；离开；（2）告辞；（3）回避，躲避；（4）推辞；（5）推让；（6）辞别；（7）文词，言词；（9）一种文体
532,辞,（5）推让,辞让之心，礼之端也（《人皆有不忍人之心》）,（1）辞别；离开；（2）告辞；（3）回避，躲避；（4）推辞；（5）推让；（6）辞别；（7）文词，言词；（9）一种文体
533,辞,（6）辞别,如今人方为刀俎，我为鱼肉，何辞为?”（《鸿门宴》）,（1）辞别；离开；（2）告辞；（3）回避，躲避；（4）推辞；（5）推让；（6）辞别；（7）文词，言词；（9）一种文体
534,辞,（6）辞别,与差拨一同辞管营（《林教头风雪山神庙》）,（1）辞别；离开；（2）告辞；（3）回避，躲避；（4）推辞；（5）推让；（6）辞别；（7）文词，言词；（9）一种文体
535,辞,（6）辞别,王子皇孙，辞楼下殿（《阿房宫赋》）,（1）辞别；离开；（2）告辞；（3）回避，躲避；（4）推辞；（5）推让；（6）辞别；（7）文词，言词；（9）一种文体
536,辞,（6）辞别,汉家烟尘在东北，汉将辞家破残贼。（《燕歌行并序》）,（1）辞别；离开；（2）告辞；（3）回避，躲避；（4）推辞；（5）推让；（6）辞别；（7）文词，言词；（9）一种文体
537,辞,（6）辞别,念与世间辞，千万不复全！（《孔雀东南飞并序》）,（1）辞别；离开；（2）告辞；（3）回避，躲避；（4）推辞；（5）推让；（6）辞别；（7）文词，言词；（9）一种文体
538,辞,（7）文词，言词,然皆祖屈原之从容辞令（《屈原列传》）,（1）辞别；离开；（2）告辞；（3）回避，躲避；（4）推辞；（5）推让；（6）辞别；（7）文词，言词；（9）一种文体
539,辞,（7）文词，言词,其文约，其辞微（《屈原列传》）辞：言辞,（1）辞别；离开；（2）告辞；（3）回避，躲避；（4）推辞；（5）推让；（6）辞别；（7）文词，言词；（9）一种文体
540,辞,（7）文词，言词,明于治乱，娴于辞令（《屈原列传》）辞令：应对的言辞,（1）辞别；离开；（2）告辞；（3）回避，躲避；（4）推辞；（5）推让；（6）辞别；（7）文词，言词；（9）一种文体
541,辞,（7）文词，言词,皆好辞而以赋见称。（《屈原列传》）文辞，这里指文学,（1）辞别；离开；（2）告辞；（3）回避，躲避；（4）推辞；（5）推让；（6）辞别；（7）文词，言词；（9）一种文体
542,辞,（7）文词，言词,单于使卫律召武受辞（《苏武传》）受辞：听取供词,（1）辞别；离开；（2）告辞；（3）回避，躲避；（4）推辞；（5）推让；（6）辞别；（7）文词，言词；（9）一种文体
543,辞,（9）一种文体,归去来兮辞并序,（1）辞别；离开；（2）告辞；（3）回避，躲避；（4）推辞；（5）推让；（6）辞别；（7）文词，言词；（9）一种文体
544,次,（1）次序在第二的,次日又来相请（《林教头风雪山神庙》）,（1）次序在第二的；（2）量词，次数，回数。；（3）旁边；（4）
545,次,（2）量词，次数，回数。,三回五次托人情去说‘你的女婿没了’（《林教头风雪山神庙》）,（1）次序在第二的；（2）量词，次数，回数。；（3）旁边；（4）
546,次,（3）旁边,引以为流觞曲水，列坐其次。（《兰亭集序》）。,（1）次序在第二的；（2）量词，次数，回数。；（3）旁边；（4）
547,次,（4）,次第：光景，状况,（1）次序在第二的；（2）量词，次数，回数。；（3）旁边；（4）
548,次,（4）,这次第，怎一个愁字了得！（《声声慢（寻寻觅觅）》）,（1）次序在第二的；（2）量词，次数，回数。；（3）旁边；（4）
549,刺,（1）讥讽,中述汤、武，以刺世事。（《屈原列传》）,（1）讥讽；（2）用尖锐的东西刺入或穿过物体；（3）暗杀，刺杀；（4）刺字；（5）刺史：官职
550,刺,（2）用尖锐的东西刺入或穿过物体,引佩刀自刺（《苏武传》）,（1）讥讽；（2）用尖锐的东西刺入或穿过物体；（3）暗杀，刺杀；（4）刺字；（5）刺史：官职
551,刺,（3）暗杀，刺杀,齐人勿附于秦，刺客不行（《六国论》）,（1）讥讽；（2）用尖锐的东西刺入或穿过物体；（3）暗杀，刺杀；（4）刺字；（5）刺史：官职
